,id,from,at,to,open,close,min,max,volume
2021-07-27 21:00:00,1394577.0,1627419600.0,1.6274196600385326e+18,1627419660.0,0.7256,0.7256,0.72553,0.72563,10.0
2021-07-27 21:01:00,1394578.0,1627419660.0,1.627419720037483e+18,1627419720.0,0.7256,0.72575,0.7256,0.72575,4.0
2021-07-27 21:02:00,1394579.0,1627419720.0,1.6274197800482793e+18,1627419780.0,0.72573,0.72575,0.72565,0.72579,10.0
2021-07-27 21:03:00,1394580.0,1627419780.0,1.627419840048288e+18,1627419840.0,0.72575,0.72577,0.72575,0.72577,2.0
2021-07-27 21:04:00,1394581.0,1627419840.0,1.627419900048314e+18,1627419900.0,0.72577,0.72573,0.72573,0.72577,3.0
2021-07-27 21:05:00,1394582.0,1627419900.0,1.627419960001242e+18,1627419960.0,0.72573,0.7253,0.7253,0.72575,14.0
2021-07-27 21:06:00,1394583.0,1627419960.0,1.6274200200012836e+18,1627420020.0,0.7253,0.72543,0.7253,0.72543,1.0
2021-07-27 21:07:00,1394584.0,1627420020.0,1.627420080048315e+18,1627420080.0,0.72535,0.72535,0.72535,0.72552,3.0
2021-07-27 21:08:00,1394585.0,1627420080.0,1.6274201400482752e+18,1627420140.0,0.72535,0.72535,0.72535,0.72535,0.0
2021-07-27 21:09:00,1394586.0,1627420140.0,1.6274202000353457e+18,1627420200.0,0.72535,0.7253,0.7253,0.72535,1.0
2021-07-27 21:10:00,1394587.0,1627420200.0,1.6274202600362888e+18,1627420260.0,0.7253,0.72533,0.7253,0.72533,1.0
2021-07-27 21:11:00,1394588.0,1627420260.0,1.6274203200063992e+18,1627420320.0,0.72533,0.72557,0.72533,0.72557,1.0
2021-07-27 21:12:00,1394589.0,1627420320.0,1.6274203800483087e+18,1627420380.0,0.72557,0.72557,0.72557,0.72557,0.0
2021-07-27 21:13:00,1394590.0,1627420380.0,1.6274204400341658e+18,1627420440.0,0.72557,0.72533,0.72533,0.72557,1.0
2021-07-27 21:14:00,1394591.0,1627420440.0,1.6274205000483215e+18,1627420500.0,0.72533,0.7254,0.72533,0.7254,4.0
2021-07-27 21:15:00,1394592.0,1627420500.0,1.6274205600038758e+18,1627420560.0,0.7254,0.7254,0.7254,0.7254,0.0
2021-07-27 21:16:00,1394593.0,1627420560.0,1.6274206200365555e+18,1627420620.0,0.7254,0.7254,0.7254,0.7254,0.0
2021-07-27 21:17:00,1394594.0,1627420620.0,1.6274206800408748e+18,1627420680.0,0.7254,0.72543,0.72535,0.72543,9.0
2021-07-27 21:18:00,1394595.0,1627420680.0,1.6274207400374034e+18,1627420740.0,0.72543,0.7254,0.7254,0.72543,9.0
2021-07-27 21:19:00,1394596.0,1627420740.0,1.6274208000422492e+18,1627420800.0,0.7254,0.7254,0.7254,0.7254,0.0
2021-07-27 21:20:00,1394597.0,1627420800.0,1.6274208600353482e+18,1627420860.0,0.7254,0.72537,0.72535,0.7254,2.0
2021-07-27 21:21:00,1394598.0,1627420860.0,1.6274209200388972e+18,1627420920.0,0.72537,0.72535,0.72535,0.72537,1.0
2021-07-27 21:22:00,1394599.0,1627420920.0,1.6274209800483213e+18,1627420980.0,0.72535,0.7254,0.72533,0.7254,2.0
2021-07-27 21:23:00,1394600.0,1627420980.0,1.6274210400367514e+18,1627421040.0,0.7254,0.7253,0.7253,0.7254,3.0
2021-07-27 21:24:00,1394601.0,1627421040.0,1.627421100048314e+18,1627421100.0,0.7253,0.72533,0.7253,0.72533,2.0
2021-07-27 21:25:00,1394602.0,1627421100.0,1.6274211600379889e+18,1627421160.0,0.72533,0.72533,0.72533,0.72533,2.0
2021-07-27 21:26:00,1394603.0,1627421160.0,1.62742122004832e+18,1627421220.0,0.72533,0.7254,0.72533,0.7254,1.0
2021-07-27 21:27:00,1394604.0,1627421220.0,1.627421280048295e+18,1627421280.0,0.7254,0.7254,0.7254,0.7254,0.0
2021-07-27 21:28:00,1394605.0,1627421280.0,1.627421340048317e+18,1627421340.0,0.7254,0.72553,0.7254,0.72553,1.0
2021-07-27 21:29:00,1394606.0,1627421340.0,1.6274214000483297e+18,1627421400.0,0.72553,0.72563,0.72553,0.72563,5.0
