,id,from,at,to,open,close,min,max,volume
2021-07-27 21:16:00,1394593.0,1627420560.0,1.6274206200365555e+18,1627420620.0,1.26017,1.26017,1.26017,1.26017,0.0
2021-07-27 21:17:00,1394594.0,1627420620.0,1.6274206800408748e+18,1627420680.0,1.26017,1.26017,1.26014,1.26021,9.0
2021-07-27 21:18:00,1394595.0,1627420680.0,1.6274207400374034e+18,1627420740.0,1.26017,1.26014,1.26013,1.26027,12.0
2021-07-27 21:19:00,1394596.0,1627420740.0,1.6274208000422492e+18,1627420800.0,1.26014,1.26015,1.26014,1.26016,4.0
2021-07-27 21:20:00,1394597.0,1627420800.0,1.6274208600353482e+18,1627420860.0,1.26015,1.26019,1.26015,1.26019,5.0
2021-07-27 21:21:00,1394598.0,1627420860.0,1.6274209200388972e+18,1627420920.0,1.26019,1.26026,1.26019,1.26027,4.0
2021-07-27 21:22:00,1394599.0,1627420920.0,1.6274209800483213e+18,1627420980.0,1.26026,1.26019,1.26019,1.26026,3.0
2021-07-27 21:23:00,1394600.0,1627420980.0,1.6274210400367514e+18,1627421040.0,1.26019,1.26031,1.26019,1.26031,5.0
2021-07-27 21:24:00,1394601.0,1627421040.0,1.627421100048314e+18,1627421100.0,1.26031,1.26029,1.26029,1.26031,1.0
2021-07-27 21:25:00,1394602.0,1627421100.0,1.6274211600379889e+18,1627421160.0,1.26029,1.26029,1.26027,1.26029,2.0
2021-07-27 21:26:00,1394603.0,1627421160.0,1.62742122004832e+18,1627421220.0,1.26029,1.26021,1.26021,1.26029,1.0
2021-07-27 21:27:00,1394604.0,1627421220.0,1.627421280048295e+18,1627421280.0,1.26021,1.26021,1.26021,1.26021,0.0
2021-07-27 21:28:00,1394605.0,1627421280.0,1.627421340048317e+18,1627421340.0,1.26021,1.26021,1.26021,1.26021,0.0
2021-07-27 21:29:00,1394606.0,1627421340.0,1.6274214000483297e+18,1627421400.0,1.26021,1.26011,1.26011,1.26023,10.0
2021-07-27 21:30:00,1394607.0,1627421400.0,1.627421460040839e+18,1627421460.0,1.26011,1.26007,1.26007,1.26011,2.0
2021-07-27 21:31:00,1394608.0,1627421460.0,1.6274215200483484e+18,1627421520.0,1.26007,1.25989,1.25989,1.26007,34.0
2021-07-27 21:32:00,1394609.0,1627421520.0,1.6274215800488133e+18,1627421580.0,1.25989,1.26013,1.25987,1.26013,11.0
2021-07-27 21:33:00,1394610.0,1627421580.0,1.6274216400355046e+18,1627421640.0,1.26013,1.26028,1.26012,1.26028,9.0
2021-07-27 21:34:00,1394611.0,1627421640.0,1.6274217000335813e+18,1627421700.0,1.26028,1.26017,1.26015,1.26028,7.0
2021-07-27 21:35:00,1394612.0,1627421700.0,1.6274217600410534e+18,1627421760.0,1.26017,1.26013,1.26013,1.26019,5.0
2021-07-27 21:36:00,1394613.0,1627421760.0,1.6274218200483034e+18,1627421820.0,1.26013,1.26012,1.26012,1.26014,2.0
2021-07-27 21:37:00,1394614.0,1627421820.0,1.6274218800483244e+18,1627421880.0,1.26012,1.26015,1.26012,1.26015,50.0
2021-07-27 21:38:00,1394615.0,1627421880.0,1.627421940037901e+18,1627421940.0,1.26015,1.26009,1.26006,1.26015,7.0
2021-07-27 21:39:00,1394616.0,1627421940.0,1.6274220000482964e+18,1627422000.0,1.26009,1.26009,1.26003,1.26009,4.0
2021-07-27 21:40:00,1394617.0,1627422000.0,1.6274220600356442e+18,1627422060.0,1.26009,1.26026,1.26003,1.26026,7.0
2021-07-27 21:41:00,1394618.0,1627422060.0,1.6274221200442217e+18,1627422120.0,1.26026,1.26036,1.26026,1.26036,2.0
2021-07-27 21:42:00,1394619.0,1627422120.0,1.6274221800457933e+18,1627422180.0,1.26036,1.26036,1.26036,1.26036,0.0
2021-07-27 21:43:00,1394620.0,1627422180.0,1.627422240048316e+18,1627422240.0,1.26036,1.26036,1.26036,1.26036,0.0
2021-07-27 21:44:00,1394621.0,1627422240.0,1.627422300036067e+18,1627422300.0,1.26036,1.26036,1.26036,1.26036,0.0
2021-07-27 21:45:00,1394622.0,1627422300.0,1.6274223600483172e+18,1627422360.0,1.26036,1.26036,1.26036,1.26036,0.0
2021-07-27 21:46:00,1394623.0,1627422360.0,1.6274224200483256e+18,1627422420.0,1.26036,1.26036,1.26036,1.26036,0.0
2021-07-27 21:47:00,1394624.0,1627422420.0,1.62742248004831e+18,1627422480.0,1.26036,1.26035,1.26033,1.26036,2.0
2021-07-27 21:48:00,1394625.0,1627422480.0,1.6274225400483139e+18,1627422540.0,1.26034,1.26037,1.26034,1.26037,2.0
2021-07-27 21:49:00,1394626.0,1627422540.0,1.6274226000360645e+18,1627422600.0,1.26037,1.26037,1.26037,1.26037,0.0
2021-07-27 21:50:00,1394627.0,1627422600.0,1.6274226600269852e+18,1627422660.0,1.26037,1.26039,1.26037,1.26039,1.0
2021-07-27 21:51:00,1394628.0,1627422660.0,1.6274227200359708e+18,1627422720.0,1.26039,1.26039,1.26039,1.26039,0.0
2021-07-27 21:52:00,1394629.0,1627422720.0,1.627422780048313e+18,1627422780.0,1.26039,1.26034,1.26034,1.26039,3.0
2021-07-27 21:53:00,1394630.0,1627422780.0,1.627422840039894e+18,1627422840.0,1.26034,1.26037,1.26034,1.26037,1.0
2021-07-27 21:54:00,1394631.0,1627422840.0,1.6274229000371308e+18,1627422900.0,1.26037,1.26034,1.26034,1.26037,1.0
2021-07-27 21:55:00,1394632.0,1627422900.0,1.6274229600384538e+18,1627422960.0,1.26034,1.26034,1.26034,1.26034,0.0
2021-07-27 21:56:00,1394633.0,1627422960.0,1.627423020036143e+18,1627423020.0,1.26034,1.26034,1.26034,1.26034,0.0
2021-07-27 21:57:00,1394634.0,1627423020.0,1.6274230800483151e+18,1627423080.0,1.26034,1.26034,1.26034,1.26034,0.0
2021-07-27 21:58:00,1394635.0,1627423080.0,1.6274231400357757e+18,1627423140.0,1.26034,1.26034,1.26034,1.26034,0.0
2021-07-27 21:59:00,1394636.0,1627423140.0,1.6274232000355581e+18,1627423200.0,1.26034,1.26023,1.26023,1.26035,4.0
2021-07-27 22:00:00,1394637.0,1627423200.0,1.627423260009112e+18,1627423260.0,1.26025,1.26021,1.26015,1.26028,32.0
2021-07-27 22:01:00,1394638.0,1627423260.0,1.6274233200429937e+18,1627423320.0,1.26019,1.2602,1.26015,1.2602,18.0
2021-07-27 22:02:00,1394639.0,1627423320.0,1.6274233800483103e+18,1627423380.0,1.2602,1.26018,1.26018,1.2602,2.0
2021-07-27 22:03:00,1394640.0,1627423380.0,1.627423440048288e+18,1627423440.0,1.26018,1.26021,1.26018,1.26022,4.0
2021-07-27 22:04:00,1394641.0,1627423440.0,1.6274235000351532e+18,1627423500.0,1.26021,1.2602,1.2602,1.26021,1.0
2021-07-27 22:05:00,1394642.0,1627423500.0,1.6274235600436562e+18,1627423560.0,1.2602,1.2602,1.2602,1.26021,2.0
2021-07-27 22:06:00,1394643.0,1627423560.0,1.627423620035093e+18,1627423620.0,1.2602,1.26023,1.26019,1.26023,3.0
2021-07-27 22:07:00,1394644.0,1627423620.0,1.6274236800482995e+18,1627423680.0,1.26023,1.26036,1.26023,1.26037,10.0
2021-07-27 22:08:00,1394645.0,1627423680.0,1.6274237400242245e+18,1627423740.0,1.26036,1.26034,1.26033,1.26036,3.0
2021-07-27 22:09:00,1394646.0,1627423740.0,1.6274238000421558e+18,1627423800.0,1.26034,1.26031,1.26031,1.26036,3.0
2021-07-27 22:10:00,1394647.0,1627423800.0,1.6274238600045473e+18,1627423860.0,1.26031,1.26024,1.26024,1.26031,4.0
2021-07-27 22:11:00,1394648.0,1627423860.0,1.6274239200483482e+18,1627423920.0,1.26024,1.26026,1.26018,1.26026,11.0
2021-07-27 22:12:00,1394649.0,1627423920.0,1.6274239800000822e+18,1627423980.0,1.26026,1.26029,1.26026,1.26029,4.0
2021-07-27 22:13:00,1394650.0,1627423980.0,1.6274240400340488e+18,1627424040.0,1.26029,1.26025,1.26025,1.26029,2.0
2021-07-27 22:14:00,1394651.0,1627424040.0,1.627424100027141e+18,1627424100.0,1.26025,1.26025,1.26023,1.26025,3.0
2021-07-27 22:15:00,1394652.0,1627424100.0,1.6274241600483128e+18,1627424160.0,1.26025,1.26025,1.26025,1.26025,1.0
2021-07-27 22:16:00,1394653.0,1627424160.0,1.6274242200181535e+18,1627424220.0,1.26023,1.26021,1.26021,1.26023,2.0
2021-07-27 22:17:00,1394654.0,1627424220.0,1.6274242800483192e+18,1627424280.0,1.26021,1.26017,1.26015,1.26021,5.0
2021-07-27 22:18:00,1394655.0,1627424280.0,1.6274243400483039e+18,1627424340.0,1.26017,1.26023,1.26017,1.26023,4.0
2021-07-27 22:19:00,1394656.0,1627424340.0,1.6274244000483039e+18,1627424400.0,1.26023,1.26035,1.26015,1.26035,17.0
2021-07-27 22:20:00,1394657.0,1627424400.0,1.6274244600204116e+18,1627424460.0,1.26035,1.26045,1.26031,1.26048,20.0
2021-07-27 22:21:00,1394658.0,1627424460.0,1.6274245200024607e+18,1627424520.0,1.26045,1.26045,1.26045,1.26045,0.0
2021-07-27 22:22:00,1394659.0,1627424520.0,1.627424580006167e+18,1627424580.0,1.26044,1.26042,1.26038,1.26044,10.0
2021-07-27 22:23:00,1394660.0,1627424580.0,1.6274246400290877e+18,1627424640.0,1.26042,1.26041,1.26041,1.26045,5.0
2021-07-27 22:24:00,1394661.0,1627424640.0,1.6274247000094881e+18,1627424700.0,1.26041,1.26033,1.26033,1.26041,10.0
2021-07-27 22:25:00,1394662.0,1627424700.0,1.6274247600437002e+18,1627424760.0,1.26033,1.26013,1.26013,1.26033,14.0
2021-07-27 22:26:00,1394663.0,1627424760.0,1.627424820048318e+18,1627424820.0,1.26013,1.26009,1.26007,1.26014,13.0
2021-07-27 22:27:00,1394664.0,1627424820.0,1.6274248800483182e+18,1627424880.0,1.26009,1.26003,1.26003,1.26009,9.0
2021-07-27 22:28:00,1394665.0,1627424880.0,1.627424940048311e+18,1627424940.0,1.26002,1.26001,1.25999,1.26002,12.0
2021-07-27 22:29:00,1394666.0,1627424940.0,1.6274250000078564e+18,1627425000.0,1.26003,1.26001,1.25999,1.26005,12.0
2021-07-27 22:30:00,1394667.0,1627425000.0,1.627425060048309e+18,1627425060.0,1.26003,1.26018,1.26003,1.26018,8.0
2021-07-27 22:31:00,1394668.0,1627425060.0,1.6274251200205402e+18,1627425120.0,1.26018,1.26017,1.26015,1.26018,3.0
2021-07-27 22:32:00,1394669.0,1627425120.0,1.627425180048314e+18,1627425180.0,1.26017,1.26017,1.26017,1.26017,0.0
2021-07-27 22:33:00,1394670.0,1627425180.0,1.6274252400074058e+18,1627425240.0,1.26017,1.26017,1.26017,1.26017,0.0
2021-07-27 22:34:00,1394671.0,1627425240.0,1.6274253000192364e+18,1627425300.0,1.26017,1.26013,1.26013,1.26017,2.0
2021-07-27 22:35:00,1394672.0,1627425300.0,1.627425360048306e+18,1627425360.0,1.26013,1.26012,1.26012,1.26013,1.0
2021-07-27 22:36:00,1394673.0,1627425360.0,1.6274254200398257e+18,1627425420.0,1.26012,1.26008,1.26002,1.26012,17.0
2021-07-27 22:37:00,1394674.0,1627425420.0,1.6274254800483003e+18,1627425480.0,1.26009,1.26021,1.26009,1.26021,12.0
2021-07-27 22:38:00,1394675.0,1627425480.0,1.6274255400344663e+18,1627425540.0,1.26021,1.26019,1.26019,1.26021,3.0
2021-07-27 22:39:00,1394676.0,1627425540.0,1.627425600048347e+18,1627425600.0,1.26019,1.26019,1.26019,1.26021,9.0
2021-07-27 22:40:00,1394677.0,1627425600.0,1.6274256600429507e+18,1627425660.0,1.26019,1.26021,1.26018,1.26021,4.0
2021-07-27 22:41:00,1394678.0,1627425660.0,1.6274257200483172e+18,1627425720.0,1.26021,1.26018,1.26018,1.26021,8.0
2021-07-27 22:42:00,1394679.0,1627425720.0,1.627425780015608e+18,1627425780.0,1.26018,1.26017,1.26017,1.26018,1.0
2021-07-27 22:43:00,1394680.0,1627425780.0,1.627425840006214e+18,1627425840.0,1.26017,1.26012,1.26011,1.26017,14.0
2021-07-27 22:44:00,1394681.0,1627425840.0,1.6274259000263084e+18,1627425900.0,1.26012,1.26017,1.26012,1.26019,5.0
2021-07-27 22:45:00,1394682.0,1627425900.0,1.6274259600029133e+18,1627425960.0,1.26015,1.26009,1.26009,1.26015,3.0
2021-07-27 22:46:00,1394683.0,1627425960.0,1.627426020041754e+18,1627426020.0,1.26009,1.26005,1.26005,1.26009,2.0
2021-07-27 22:47:00,1394684.0,1627426020.0,1.6274260800007224e+18,1627426080.0,1.26005,1.26005,1.26005,1.2601,5.0
2021-07-27 22:48:00,1394685.0,1627426080.0,1.6274261400369626e+18,1627426140.0,1.26005,1.26005,1.26005,1.26005,2.0
2021-07-27 22:49:00,1394686.0,1627426140.0,1.62742620004831e+18,1627426200.0,1.26005,1.26002,1.26002,1.26005,2.0
2021-07-27 22:50:00,1394687.0,1627426200.0,1.6274262600412803e+18,1627426260.0,1.26002,1.26009,1.26002,1.26009,6.0
2021-07-27 22:51:00,1394688.0,1627426260.0,1.627426320014145e+18,1627426320.0,1.26009,1.26006,1.26006,1.26009,2.0
2021-07-27 22:52:00,1394689.0,1627426320.0,1.6274263800166533e+18,1627426380.0,1.26005,1.26009,1.26005,1.26009,4.0
2021-07-27 22:53:00,1394690.0,1627426380.0,1.627426440022727e+18,1627426440.0,1.26009,1.26012,1.26009,1.26012,2.0
2021-07-27 22:54:00,1394691.0,1627426440.0,1.6274265000133706e+18,1627426500.0,1.26012,1.25997,1.25997,1.26013,16.0
2021-07-27 22:55:00,1394692.0,1627426500.0,1.6274265600483018e+18,1627426560.0,1.25997,1.25999,1.25997,1.25999,4.0
2021-07-27 22:56:00,1394693.0,1627426560.0,1.6274266200094843e+18,1627426620.0,1.25999,1.25997,1.25997,1.25999,3.0
2021-07-27 22:57:00,1394694.0,1627426620.0,1.6274266800105987e+18,1627426680.0,1.25997,1.25992,1.25992,1.25998,9.0
2021-07-27 22:58:00,1394695.0,1627426680.0,1.6274267400483118e+18,1627426740.0,1.25992,1.25981,1.25981,1.25992,17.0
2021-07-27 22:59:00,1394696.0,1627426740.0,1.6274268000050755e+18,1627426800.0,1.25981,1.25991,1.25981,1.25991,8.0
2021-07-27 23:00:00,1394697.0,1627426800.0,1.627426860016331e+18,1627426860.0,1.25991,1.25987,1.25985,1.25997,28.0
2021-07-27 23:01:00,1394698.0,1627426860.0,1.6274269200482972e+18,1627426920.0,1.25987,1.25982,1.25981,1.25989,12.0
2021-07-27 23:02:00,1394699.0,1627426920.0,1.6274269800119101e+18,1627426980.0,1.25983,1.25973,1.25973,1.25983,8.0
2021-07-27 23:03:00,1394700.0,1627426980.0,1.6274270400015468e+18,1627427040.0,1.25974,1.25957,1.25957,1.25974,9.0
2021-07-27 23:04:00,1394701.0,1627427040.0,1.627427100034853e+18,1627427100.0,1.25957,1.25963,1.25955,1.25963,5.0
2021-07-27 23:05:00,1394702.0,1627427100.0,1.6274271600518664e+18,1627427160.0,1.25963,1.25961,1.25959,1.25967,5.0
2021-07-27 23:06:00,1394703.0,1627427160.0,1.627427220006311e+18,1627427220.0,1.25961,1.25955,1.25955,1.25961,18.0
2021-07-27 23:07:00,1394704.0,1627427220.0,1.6274272800449452e+18,1627427280.0,1.25955,1.25955,1.25955,1.25958,6.0
2021-07-27 23:08:00,1394705.0,1627427280.0,1.6274273400395087e+18,1627427340.0,1.25955,1.25953,1.25953,1.25955,6.0
2021-07-27 23:09:00,1394706.0,1627427340.0,1.6274274000083822e+18,1627427400.0,1.25953,1.25955,1.25953,1.25955,5.0
2021-07-27 23:10:00,1394707.0,1627427400.0,1.6274274600413087e+18,1627427460.0,1.25955,1.25956,1.25955,1.25956,1.0
2021-07-27 23:11:00,1394708.0,1627427460.0,1.6274275200482678e+18,1627427520.0,1.25956,1.25947,1.25946,1.25956,6.0
2021-07-27 23:12:00,1394709.0,1627427520.0,1.6274275800363384e+18,1627427580.0,1.25947,1.25947,1.25945,1.25949,4.0
2021-07-27 23:13:00,1394710.0,1627427580.0,1.627427640029029e+18,1627427640.0,1.25947,1.25953,1.25947,1.25955,15.0
2021-07-27 23:14:00,1394711.0,1627427640.0,1.6274277000442035e+18,1627427700.0,1.25953,1.25952,1.25952,1.25953,3.0
2021-07-27 23:15:00,1394712.0,1627427700.0,1.6274277600368507e+18,1627427760.0,1.25952,1.25951,1.25951,1.25952,7.0
2021-07-27 23:16:00,1394713.0,1627427760.0,1.627427820048313e+18,1627427820.0,1.25951,1.25953,1.25951,1.25953,7.0
2021-07-27 23:17:00,1394714.0,1627427820.0,1.6274278800365755e+18,1627427880.0,1.25953,1.25949,1.25949,1.25955,19.0
2021-07-27 23:18:00,1394715.0,1627427880.0,1.627427940048421e+18,1627427940.0,1.25949,1.25951,1.25949,1.25951,6.0
2021-07-27 23:19:00,1394716.0,1627427940.0,1.6274280000140836e+18,1627428000.0,1.25951,1.25949,1.25949,1.25951,23.0
2021-07-27 23:20:00,1394717.0,1627428000.0,1.6274280600483046e+18,1627428060.0,1.25949,1.25949,1.25947,1.25949,7.0
2021-07-27 23:21:00,1394718.0,1627428060.0,1.627428120048279e+18,1627428120.0,1.25949,1.25947,1.25945,1.25949,8.0
2021-07-27 23:22:00,1394719.0,1627428120.0,1.6274281800483067e+18,1627428180.0,1.25947,1.2593,1.2593,1.25947,11.0
2021-07-27 23:23:00,1394720.0,1627428180.0,1.6274282400483103e+18,1627428240.0,1.2593,1.25931,1.25929,1.25931,10.0
2021-07-27 23:24:00,1394721.0,1627428240.0,1.6274283000099855e+18,1627428300.0,1.25931,1.25931,1.25931,1.25931,2.0
2021-07-27 23:25:00,1394722.0,1627428300.0,1.6274283600068004e+18,1627428360.0,1.25931,1.25937,1.25931,1.25937,3.0
2021-07-27 23:26:00,1394723.0,1627428360.0,1.6274284200483164e+18,1627428420.0,1.25937,1.25937,1.25937,1.25937,0.0
2021-07-27 23:27:00,1394724.0,1627428420.0,1.6274284800483185e+18,1627428480.0,1.25937,1.25937,1.25937,1.25937,0.0
2021-07-27 23:28:00,1394725.0,1627428480.0,1.627428540048291e+18,1627428540.0,1.25937,1.25936,1.25936,1.25937,1.0
2021-07-27 23:29:00,1394726.0,1627428540.0,1.6274286000483249e+18,1627428600.0,1.25936,1.25935,1.25935,1.25937,2.0
2021-07-27 23:30:00,1394727.0,1627428600.0,1.6274286600483064e+18,1627428660.0,1.25933,1.25927,1.25927,1.25933,8.0
2021-07-27 23:31:00,1394728.0,1627428660.0,1.6274287200482985e+18,1627428720.0,1.25927,1.25919,1.25919,1.25927,5.0
2021-07-27 23:32:00,1394729.0,1627428720.0,1.6274287800483034e+18,1627428780.0,1.25919,1.25919,1.25912,1.25919,6.0
2021-07-27 23:33:00,1394730.0,1627428780.0,1.627428840043992e+18,1627428840.0,1.25919,1.25921,1.25919,1.25922,6.0
2021-07-27 23:34:00,1394731.0,1627428840.0,1.627428900048325e+18,1627428900.0,1.25921,1.25922,1.25921,1.25922,1.0
2021-07-27 23:35:00,1394732.0,1627428900.0,1.6274289600483082e+18,1627428960.0,1.25922,1.25921,1.25921,1.25922,1.0
2021-07-27 23:36:00,1394733.0,1627428960.0,1.6274290200483028e+18,1627429020.0,1.25921,1.2592,1.2592,1.25921,1.0
2021-07-27 23:37:00,1394734.0,1627429020.0,1.627429080039415e+18,1627429080.0,1.2592,1.25923,1.2592,1.25926,7.0
2021-07-27 23:38:00,1394735.0,1627429080.0,1.6274291400483095e+18,1627429140.0,1.25923,1.25919,1.25919,1.25923,2.0
2021-07-27 23:39:00,1394736.0,1627429140.0,1.627429200048335e+18,1627429200.0,1.25919,1.25919,1.25919,1.25919,0.0
2021-07-27 23:40:00,1394737.0,1627429200.0,1.62742926003781e+18,1627429260.0,1.25919,1.25919,1.25919,1.25919,0.0
2021-07-27 23:41:00,1394738.0,1627429260.0,1.6274293200483052e+18,1627429320.0,1.25919,1.25927,1.25919,1.25927,5.0
2021-07-27 23:42:00,1394739.0,1627429320.0,1.6274293800359813e+18,1627429380.0,1.25927,1.25935,1.25927,1.25935,4.0
2021-07-27 23:43:00,1394740.0,1627429380.0,1.6274294400093453e+18,1627429440.0,1.25935,1.25931,1.25928,1.25935,9.0
2021-07-27 23:44:00,1394741.0,1627429440.0,1.6274295000386499e+18,1627429500.0,1.25931,1.2593,1.2593,1.25935,7.0
2021-07-27 23:45:00,1394742.0,1627429500.0,1.6274295600434655e+18,1627429560.0,1.25929,1.25927,1.25927,1.25929,2.0
2021-07-27 23:46:00,1394743.0,1627429560.0,1.62742962000505e+18,1627429620.0,1.25927,1.25921,1.25921,1.25927,5.0
2021-07-27 23:47:00,1394744.0,1627429620.0,1.627429680045106e+18,1627429680.0,1.25921,1.25919,1.25919,1.25921,1.0
2021-07-27 23:48:00,1394745.0,1627429680.0,1.6274297400003067e+18,1627429740.0,1.25919,1.25919,1.25919,1.25921,2.0
2021-07-27 23:49:00,1394746.0,1627429740.0,1.6274298000483067e+18,1627429800.0,1.25919,1.25919,1.25919,1.25919,0.0
2021-07-27 23:50:00,1394747.0,1627429800.0,1.627429860048351e+18,1627429860.0,1.25919,1.25913,1.25913,1.25919,4.0
2021-07-27 23:51:00,1394748.0,1627429860.0,1.6274299200444808e+18,1627429920.0,1.25913,1.25912,1.25909,1.25913,9.0
2021-07-27 23:52:00,1394749.0,1627429920.0,1.6274299800090173e+18,1627429980.0,1.25912,1.25913,1.25912,1.25913,1.0
2021-07-27 23:53:00,1394750.0,1627429980.0,1.6274300400318866e+18,1627430040.0,1.25913,1.25912,1.25912,1.25913,1.0
2021-07-27 23:54:00,1394751.0,1627430040.0,1.6274301000483e+18,1627430100.0,1.25912,1.2591,1.2591,1.25912,2.0
2021-07-27 23:55:00,1394752.0,1627430100.0,1.627430160038109e+18,1627430160.0,1.2591,1.25912,1.2591,1.25912,6.0
2021-07-27 23:56:00,1394753.0,1627430160.0,1.6274302200483023e+18,1627430220.0,1.25912,1.25912,1.2591,1.25912,4.0
2021-07-27 23:57:00,1394754.0,1627430220.0,1.6274302800406694e+18,1627430280.0,1.25912,1.25912,1.25912,1.25912,0.0
2021-07-27 23:58:00,1394755.0,1627430280.0,1.6274303400398671e+18,1627430340.0,1.25912,1.25915,1.2591,1.25915,5.0
2021-07-27 23:59:00,1394756.0,1627430340.0,1.6274304000396524e+18,1627430400.0,1.25915,1.25915,1.25913,1.25916,7.0
2021-07-28 00:00:00,1394757.0,1627430400.0,1.627430460007315e+18,1627430460.0,1.25913,1.25909,1.25908,1.25913,28.0
2021-07-28 00:01:00,1394758.0,1627430460.0,1.6274305200091366e+18,1627430520.0,1.25909,1.25915,1.25908,1.25917,21.0
2021-07-28 00:02:00,1394759.0,1627430520.0,1.627430580015391e+18,1627430580.0,1.25915,1.2591,1.25908,1.25915,20.0
2021-07-28 00:03:00,1394760.0,1627430580.0,1.627430640046613e+18,1627430640.0,1.2591,1.25903,1.25903,1.25913,23.0
2021-07-28 00:04:00,1394761.0,1627430640.0,1.6274307000114598e+18,1627430700.0,1.25901,1.25905,1.25883,1.25905,26.0
2021-07-28 00:05:00,1394762.0,1627430700.0,1.6274307600390612e+18,1627430760.0,1.25905,1.25895,1.25895,1.25911,10.0
2021-07-28 00:06:00,1394763.0,1627430760.0,1.6274308200067205e+18,1627430820.0,1.25895,1.25905,1.25887,1.25913,34.0
2021-07-28 00:07:00,1394764.0,1627430820.0,1.627430880025609e+18,1627430880.0,1.25905,1.25911,1.25905,1.25913,11.0
2021-07-28 00:08:00,1394765.0,1627430880.0,1.627430940033163e+18,1627430940.0,1.25911,1.25911,1.25906,1.25911,15.0
2021-07-28 00:09:00,1394766.0,1627430940.0,1.6274310000163528e+18,1627431000.0,1.25911,1.25903,1.25903,1.25911,13.0
2021-07-28 00:10:00,1394767.0,1627431000.0,1.6274310600045742e+18,1627431060.0,1.25903,1.25901,1.25889,1.25906,51.0
2021-07-28 00:11:00,1394768.0,1627431060.0,1.6274311200187356e+18,1627431120.0,1.25902,1.25896,1.25895,1.25903,17.0
2021-07-28 00:12:00,1394769.0,1627431120.0,1.6274311800483203e+18,1627431180.0,1.25895,1.25897,1.25895,1.25898,5.0
2021-07-28 00:13:00,1394770.0,1627431180.0,1.6274312400483008e+18,1627431240.0,1.25897,1.25905,1.25897,1.25911,17.0
2021-07-28 00:14:00,1394771.0,1627431240.0,1.6274313000016617e+18,1627431300.0,1.25905,1.25903,1.25901,1.25906,21.0
2021-07-28 00:15:00,1394772.0,1627431300.0,1.6274313600027505e+18,1627431360.0,1.25901,1.25881,1.25879,1.25901,37.0
2021-07-28 00:16:00,1394773.0,1627431360.0,1.6274314200480753e+18,1627431420.0,1.25881,1.25877,1.25866,1.25881,27.0
2021-07-28 00:17:00,1394774.0,1627431420.0,1.6274314800486735e+18,1627431480.0,1.25877,1.25913,1.25877,1.2592,50.0
2021-07-28 00:18:00,1394775.0,1627431480.0,1.627431540005779e+18,1627431540.0,1.25913,1.25938,1.25913,1.25938,43.0
2021-07-28 00:19:00,1394776.0,1627431540.0,1.6274316000398482e+18,1627431600.0,1.25937,1.25928,1.25926,1.25937,40.0
2021-07-28 00:20:00,1394777.0,1627431600.0,1.6274316600112026e+18,1627431660.0,1.25927,1.25913,1.25913,1.25927,33.0
2021-07-28 00:21:00,1394778.0,1627431660.0,1.6274317200460485e+18,1627431720.0,1.25911,1.25902,1.25891,1.25913,152.0
2021-07-28 00:22:00,1394779.0,1627431720.0,1.6274317800013514e+18,1627431780.0,1.259,1.25919,1.259,1.25919,16.0
